"IP","Target C2","OpenPorts","Score(Inbound/Outbound)","Country","Scan Time"
"143.198.40.134","c2_mythic","443","Critical/Critical","ca","2025-07-12 18:53:41"
"3.122.76.20","c2_meshagent","80","Critical/Critical","de","2025-07-12 22:11:06"
"45.55.123.49","c2_havoc","443","Critical/Critical","us","2025-07-12 22:37:28"
"89.83.170.24","c2_mythic","80","Critical/Critical","fr","2025-07-12 20:06:35"
"45.63.86.203","c2_metasploit","3790","Critical/Critical","us","2025-07-08 09:20:44"
"45.134.26.136","c2_posh","443","Critical/Critical","ae","2025-07-09 09:47:53"
"88.218.17.218","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 03:36:27"
"206.189.32.112","c2_havoc","443","Critical/Critical","sg","2025-07-12 21:07:30"
"77.88.193.133","c2_metasploit","3790","Critical/Critical","ua","2025-07-09 01:48:11"
"52.15.131.83","c2_meshagent","443","Critical/Critical","us","2025-07-12 23:04:28"
"18.191.38.118","c2_meshagent","443","Critical/Critical","us","2025-07-13 00:14:39"
"18.217.76.246","c2_meshagent","80","Critical/Critical","us","2025-07-12 23:48:09"
"3.110.141.192","c2_mythic","443","Critical/Critical","in","2025-07-12 20:50:58"
"46.101.95.235","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 16:23:52"
"18.116.12.31","c2_meshagent","80","Critical/Critical","us","2025-07-12 22:33:52"
"85.239.54.208","c2_metasploit","3790","Critical/Critical","us","2025-07-09 03:36:26"
"77.92.95.144","c2_metasploit","3790","Critical/Critical","gb","2025-07-09 03:36:26"
"185.227.70.175","c2_mythic","443","Critical/Critical","nl","2025-07-12 17:29:35"
"89.111.133.213","c2_metasploit","3790","Critical/Critical","ru","2025-07-09 03:36:27"
"139.99.20.204","c2_mythic","443","Critical/Critical","sg","2025-07-12 21:28:40"
"176.126.242.25","c2_mythic","443","Critical/Critical","gb","2025-07-12 18:53:10"
"172.167.163.14","c2_havoc","443","Critical/Critical","gb","2025-07-12 20:20:57"
"45.155.207.15","c2_meshagent","443","Critical/Critical","ru","2025-07-12 21:59:51"
"89.58.9.56","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:49:24"
"91.99.37.115","c2_mythic","443","Critical/Critical","de","2025-07-12 21:21:45"
"212.46.38.224","c2_havoc","443","Critical/Critical","es","2025-07-12 11:46:39"
"45.125.67.147","c2_metasploit","3790","Critical/Critical","hk","2025-07-08 09:27:12"
"158.69.54.27","c2_mythic","80","Critical/Critical","ca","2025-07-12 17:15:37"
"18.116.238.108","c2_meshagent","1024","Critical/Critical","us","2025-07-12 22:39:34"
"50.87.65.199","c2_mythic","443","Critical/Critical","us","2025-07-12 17:42:38"
"88.214.25.251","c2_metasploit","3790","Critical/Critical","de","2025-07-09 00:05:01"
"45.32.140.174","c2_mythic","443","Critical/Critical","us","2025-07-12 21:47:41"
"18.230.240.74","c2_meshagent","80","Critical/Critical","br","2025-07-12 23:38:16"
"172.104.155.65","c2_mythic","80","Critical/Critical","de","2025-07-12 19:36:10"
"51.68.234.141","c2_mythic","443","Critical/Critical","fr","2025-07-12 18:04:55"
"195.66.213.157","c2_posh","443","Critical/Critical","ua","2025-06-16 05:40:01"
"88.99.213.30","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:36:28"
"45.167.33.171","c2_meshagent","443","Critical/Critical","br","2025-07-12 21:57:03"
"52.188.13.228","c2_metasploit","3790","Critical/Critical","us","2025-07-08 22:21:47"
"206.189.13.43","c2_havoc","443","Critical/Critical","nl","2025-07-12 20:37:23"
"52.167.137.175","c2_havoc","443","Critical/Critical","us","2025-07-12 20:12:56"
"18.228.31.163","c2_havoc","80","Critical/Critical","br","2025-07-11 18:23:19"
"45.227.254.120","c2_metasploit","3790","Critical/Critical","pa","2025-07-08 08:44:39"
"78.38.80.242","c2_metasploit","3790","Critical/Critical","ir","2025-07-08 22:30:23"
"164.92.79.49","c2_havoc","80","Critical/Critical","us","2025-07-12 16:59:15"
"162.19.135.137","c2_meshagent","443","Critical/Critical","fr","2025-07-12 21:58:30"
"45.79.207.53","c2_metasploit","3790","Critical/Critical","us","2025-07-08 11:57:48"
"168.231.106.215","c2_havoc","443","Critical/Critical","de","2025-07-12 02:52:13"
"92.205.29.90","c2_meshagent","443","Critical/Critical","fr","2025-07-12 21:56:53"
"159.203.143.205","c2_havoc","443","Critical/Critical","us","2025-07-13 17:34:24"
"154.5.66.53","c2_meshagent","443","Critical/Critical","ca","2025-07-13 22:30:22"
"185.196.11.206","c2_havoc","443","Critical/Critical","ch","2025-07-13 19:37:51"
"128.199.152.169","c2_havoc","443","Critical/Critical","sg","2025-07-13 18:44:46"
"77.246.99.16","c2_metasploit","3790","Critical/Critical","nl","2025-07-08 23:15:40"
"88.99.213.30","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:36:28"
"185.168.194.154","c2_mythic","443","Critical/Critical","gb","2025-07-13 21:35:10"
"52.63.73.110","c2_havoc","443","Critical/Critical","au","2025-07-12 18:42:27"
"45.227.254.4","c2_metasploit","3790","Critical/Critical","pa","2025-07-08 09:27:12"
"18.116.12.31","c2_meshagent","80","Critical/Critical","us","2025-07-14 00:22:40"
"15.204.179.106","c2_mythic","80","Critical/Critical","us","2025-07-13 21:44:18"
"45.8.148.165","c2_metasploit","3790","Critical/Critical","de","2025-07-08 08:43:11"
"172.233.158.36","c2_meshagent","443","Critical/Critical","us","2025-07-13 22:30:16"
"194.69.162.205","c2_havoc","443","Critical/Critical","tr","2025-07-13 12:38:55"
"74.175.81.231","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:51:15"
"18.228.31.163","c2_havoc","443","Critical/Critical","br","2025-07-13 10:41:42"
"147.135.36.223","c2_mythic","443","Critical/Critical","us","2025-07-13 18:06:42"
"172.105.171.124","c2_meshagent","443","Critical/Critical","au","2025-07-13 22:37:52"
"18.208.251.30","c2_meshagent","80","Critical/Critical","us","2025-07-13 23:52:55"
"101.126.149.119","c2_havoc","443","Critical/Critical","cn","2025-07-13 02:56:21"
"45.155.126.187","c2_metasploit","3790","Critical/Critical","bg","2025-07-08 08:44:53"
"154.37.155.252","c2_havoc","443","Critical/Critical","hk","2025-07-10 04:43:46"
"161.35.239.147","c2_havoc","443","Critical/Critical","us","2025-07-13 15:44:21"
"23.30.96.152","c2_meshagent","80","Critical/Critical","us","2025-07-14 01:30:19"
"88.99.214.170","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:36:26"
"23.94.188.227","c2_meshagent","80","Critical/Critical","us","2025-07-14 01:38:19"
"78.38.80.242","c2_metasploit","3790","Critical/Critical","ir","2025-07-08 22:30:23"
"85.239.54.208","c2_metasploit","3790","Critical/Critical","us","2025-07-08 22:21:50"
"23.134.124.45","c2_mythic","443","Critical/Critical","us","2025-07-13 19:45:28"
"18.116.50.120","c2_meshagent","80","Critical/Critical","us","2025-07-13 23:56:50"
"18.229.140.241","c2_meshagent","80","Critical/Critical","br","2025-07-14 01:18:11"
"185.42.170.220","c2_mythic","443","Critical/Critical","no","2025-07-13 20:35:28"
"67.207.69.36","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 22:21:47"
"47.245.101.46","c2_mythic","443","Critical/Critical","sg","2025-07-13 22:04:13"
"158.62.198.124","c2_havoc","80","Critical/Critical","us","2025-07-13 13:34:04"
"195.66.213.157","c2_posh","443","Critical/Critical","ua","2025-07-09 09:47:53"
"23.227.172.141","c2_meshagent","80","Critical/Critical","us","2025-07-14 02:53:11"
"61.4.109.91","c2_havoc","443","Critical/Critical","my","2025-07-10 05:37:13"
"78.128.112.209","c2_havoc","443","Critical/Critical","bg","2025-07-13 09:00:33"
"18.142.15.107","c2_meshagent","80","Critical/Critical","sg","2025-07-14 01:20:31"
"87.120.165.178","c2_mythic","80","Critical/Critical","bg","2025-07-13 18:09:14"
"172.104.26.16","c2_meshagent","443","Critical/Critical","us","2025-07-13 22:09:19"
"45.76.158.90","c2_havoc","443","Critical/Critical","sg","2025-07-11 10:22:07"
"45.154.14.198","c2_metasploit","3790","Critical/Critical","hk","2025-07-08 09:21:43"
"138.68.184.166","c2_havoc","443","Critical/Critical","gb","2025-07-13 18:52:44"
"18.231.230.129","c2_meshagent","80","Critical/Critical","br","2025-07-14 03:07:08"
"49.13.116.197","c2_mythic","80","Critical/Critical","de","2025-07-13 19:08:33"
"88.88.255.180","c2_havoc","80","Critical/Critical","no","2025-07-11 18:23:19"
"23.254.215.118","c2_havoc","443","Critical/Critical","us","2025-07-13 21:44:17"
"88.214.25.246","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:36:28"
"45.152.84.192","c2_havoc","443","Critical/Critical","us","2025-07-13 15:22:19"
"138.197.32.49","c2_havoc","443","Critical/Critical","us","2025-07-14 17:33:48"
"159.198.77.81","c2_meshagent","443","Critical/Critical","us","2025-07-14 21:30:57"
"77.92.95.144","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 23:15:40"
"89.149.211.111","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 03:36:27"
"67.207.69.36","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 20:55:28"
"206.189.13.43","c2_havoc","443","Critical/Critical","nl","2025-07-14 01:18:41"
"13.246.116.62","c2_meshagent","443","Critical/Critical","za","2025-07-14 21:59:21"
"5.142.209.108","c2_meshagent","443","Critical/Critical","ru","2025-07-14 21:39:03"
"79.143.87.222","c2_metasploit","3790","Critical/Critical","gb","2025-07-09 03:36:26"
"213.209.150.225","c2_havoc","443","Critical/Critical","de","2025-07-14 19:56:53"
"89.213.120.43","c2_mythic","80","Critical/Critical","de","2025-07-14 20:25:06"
"23.94.14.250","c2_mythic","443","Critical/Critical","us","2025-07-14 19:57:15"
"167.172.63.184","c2_havoc","443","Critical/Critical","gb","2025-07-13 21:12:34"
"45.63.99.50","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 08:44:39"
"51.81.171.234","c2_havoc","443","Critical/Critical","us","2025-07-14 08:56:43"
"157.230.34.254","c2_havoc","443","Critical/Critical","sg","2025-07-14 07:32:48"
"49.12.224.107","c2_metasploit","3790","Critical/Critical","de","2025-07-08 12:19:59"
"93.105.1.235","c2_darkcomet","8888","Critical/Critical","pl","2025-07-09 05:48:54"
"88.119.170.212","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 03:49:24"
"85.239.54.208","c2_metasploit","3790","Critical/Critical","us","2025-07-08 22:21:50"
"195.66.213.157","c2_posh","443","Critical/Critical","ua","2025-07-01 11:04:37"
"173.249.45.65","c2_havoc","443","Critical/Critical","fr","2025-07-13 21:44:17"
"5.189.201.162","c2_meshagent","80","Critical/Critical","ru","2025-07-14 21:55:04"
"67.222.5.193","c2_mythic","443","Critical/Critical","us","2025-07-14 17:13:44"
"13.215.112.119","c2_meshagent","443","Critical/Critical","sg","2025-07-14 21:52:39"
"45.155.126.187","c2_metasploit","3790","Critical/Critical","bg","2025-07-08 08:43:59"
"54.213.14.42","c2_mythic","443","Critical/Critical","us","2025-07-14 17:11:33"
"45.63.86.203","c2_metasploit","3790","Critical/Critical","us","2025-07-08 08:43:16"
"87.120.165.178","c2_mythic","80","Critical/Critical","bg","2025-07-14 18:20:32"
"47.254.247.118","c2_havoc","443","Critical/Critical","my","2025-07-12 02:27:57"
"46.101.95.235","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 09:27:13"
"88.218.17.218","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 03:36:28"
"47.94.225.128","c2_metasploit","3790","Critical/Critical","cn","2025-07-08 11:57:48"
"77.92.95.143","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 21:55:29"
"39.109.208.235","c2_mythic","443","Critical/Critical","sg","2025-07-14 20:22:30"
"89.111.133.213","c2_metasploit","3790","Critical/Critical","ru","2025-07-09 03:36:28"
"13.61.8.206","c2_meshagent","443","Critical/Critical","se","2025-07-14 21:56:20"
"154.12.230.166","c2_mythic","443","Critical/Critical","us","2025-07-14 17:52:13"
"149.102.22.120","c2_mythic","443","Critical/Critical","gb","2025-07-14 19:30:20"
"83.238.212.60","c2_havoc","443","Critical/Critical","pl","2025-07-13 09:00:33"
"47.245.104.114","c2_mythic","443","Critical/Critical","sg","2025-07-14 17:45:37"
"88.119.167.205","c2_metasploit","3790","Critical/Critical","lt","2025-07-09 03:49:24"
"8.219.136.28","c2_mythic","80","Critical/Critical","sg","2025-07-14 22:20:51"
"52.63.73.110","c2_havoc","443","Critical/Critical","au","2025-07-10 09:55:49"
"152.89.94.119","c2_meshagent","443","Critical/Critical","de","2025-07-14 21:36:34"
"47.84.47.134","c2_mythic","443","Critical/Critical","sg","2025-07-14 17:41:12"
"45.227.254.120","c2_metasploit","3790","Critical/Critical","pa","2025-07-08 09:21:43"
"167.86.110.155","c2_havoc","443","Critical/Critical","","2025-07-14 11:53:36"
"5.249.145.51","c2_metasploit","3790","Critical/Critical","it","2025-07-08 09:27:21"
"128.199.152.169","c2_havoc","443","Critical/Critical","sg","2025-07-14 22:23:08"
"88.214.25.246","c2_metasploit","3790","Critical/Critical","de","2025-07-09 03:36:28"
"82.180.146.166","c2_metasploit","3790","Critical/Critical","in","2025-07-09 01:36:04"
"159.203.180.92","c2_mythic","443","Critical/Critical","us","2025-07-14 21:16:42"
"101.126.149.119","c2_havoc","443","Critical/Critical","cn","2025-07-14 10:35:11"
"20.118.252.15","c2_meshagent","443","Critical/Critical","us","2025-07-15 07:34:35"
"129.213.47.161","c2_mythic","443","Critical/Critical","us","2025-07-14 20:50:43"
"45.55.123.49","c2_havoc","443","Critical/Critical","us","2025-07-13 09:00:33"
"18.168.225.154","c2_havoc","80","Critical/Critical","gb","2025-07-14 18:30:46"
"91.109.204.96","c2_meshagent","443","Critical/Critical","ru","2025-07-15 07:33:36"
"35.73.179.148","c2_havoc","443","Critical/Critical","jp","2025-07-14 16:20:03"
"165.227.250.1","c2_mythic","443","Critical/Critical","us","2025-07-14 20:19:52"
"20.151.64.254","c2_meshagent","443","Critical/Critical","ca","2025-07-15 07:33:43"
"45.63.86.203","c2_metasploit","3790","Critical/Critical","us","2025-07-08 09:21:43"
"170.205.30.7","c2_mythic","443","Critical/Critical","us","2025-07-14 22:05:45"
"185.196.11.206","c2_havoc","443","Critical/Critical","ch","2025-07-10 14:26:50"
"82.76.248.166","c2_meshagent","443","Critical/Critical","ro","2025-07-15 07:31:31"
"46.101.95.235","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 09:27:21"
"24.209.200.147","c2_mythic","443","Critical/Critical","us","2025-07-15 07:32:47"
"185.193.127.252","c2_havoc","443","Critical/Critical","fi","2025-07-14 14:26:36"
"77.92.95.144","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 22:30:23"
"3.112.160.110","c2_mythic","443","Critical/Critical","jp","2025-07-14 22:33:57"
"3.121.114.119","c2_havoc","443","Critical/Critical","de","2025-07-13 23:35:53"
"162.19.94.108","c2_mythic","443","Critical/Critical","fr","2025-07-14 22:38:46"
"129.213.42.195","c2_mythic","443","Critical/Critical","us","2025-07-14 20:41:27"
"216.104.169.223","c2_mythic","443","Critical/Critical","us","2025-07-14 19:04:02"
"167.86.110.155","c2_havoc","443","Critical/Critical","","2025-07-14 16:57:11"
"129.80.2.53","c2_mythic","443","Critical/Critical","us","2025-07-14 20:41:16"
"85.239.54.208","c2_metasploit","3790","Critical/Critical","us","2025-07-08 22:21:47"
"64.23.247.254","c2_mythic","443","Critical/Critical","us","2025-07-14 21:09:40"
"89.111.133.213","c2_metasploit","3790","Critical/Critical","ru","2025-07-09 03:36:28"
"66.179.189.111","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:55:28"
"3.110.141.192","c2_mythic","443","Critical/Critical","in","2025-07-14 21:26:37"
"52.188.13.228","c2_metasploit","3790","Critical/Critical","us","2025-07-08 20:10:18"
"38.180.45.3","c2_meshagent","443","Critical/Critical","ee","2025-07-15 07:30:35"
"63.250.44.135","c2_mythic","80","Critical/Critical","us","2025-07-14 19:58:48"
"8.219.136.28","c2_mythic","443","Critical/Critical","sg","2025-07-14 22:06:18"
"67.207.69.36","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 20:51:13"
"104.130.127.53","c2_mythic","80","Critical/Critical","us","2025-07-14 22:42:00"
"23.134.124.45","c2_mythic","80","Critical/Critical","us","2025-07-14 21:10:42"
"91.99.11.17","c2_meshagent","443","Critical/Critical","de","2025-07-15 07:27:57"
"24.231.40.195","c2_meshagent","443","Critical/Critical","bs","2025-07-15 07:29:54"
"24.147.255.73","c2_meshagent","443","Critical/Critical","us","2025-07-15 07:33:35"
"79.143.87.222","c2_metasploit","3790","Critical/Critical","gb","2025-07-08 23:15:40"
"52.63.73.110","c2_havoc","443","Critical/Critical","au","2025-07-13 19:37:51"
"24.119.137.226","c2_meshagent","443","Critical/Critical","us","2025-07-15 07:24:52"
"45.155.126.187","c2_metasploit","3790","Critical/Critical","bg","2025-07-08 09:27:12"
"158.62.198.124","c2_havoc","443","Critical/Critical","us","2025-07-14 18:03:26"
"89.149.211.111","c2_metasploit","3790","Critical/Critical","nl","2025-07-09 04:26:38"
"129.150.58.87","c2_mythic","443","Critical/Critical","sg","2025-07-14 20:45:44"
"24.144.70.207","c2_meshagent","443","Critical/Critical","us","2025-07-15 07:33:56"
"20.118.252.15","c2_meshagent","443","Critical/Critical","us","2025-07-15 07:36:06"
"45.134.26.136","c2_posh","443","Critical/Critical","ae","2025-06-25 22:19:18"
"170.205.30.7","c2_mythic","443","Critical/Critical","us","2025-07-14 22:06:18"
"128.199.152.169","c2_havoc","443","Critical/Critical","sg","2025-07-14 20:00:03"
"206.189.13.43","c2_havoc","443","Critical/Critical","nl","2025-07-14 01:18:41"
"24.1.11.0","c2_meshagent","443","Critical/Critical","us","2025-07-15 07:35:43"
"82.64.209.77","c2_meshagent","443","Critical/Critical","fr","2025-07-15 07:27:57"
"213.209.150.225","c2_havoc","443","Critical/Critical","de","2025-07-14 17:52:05"
"138.197.32.49","c2_havoc","443","Critical/Critical","us","2025-07-14 16:27:47"
"39.109.208.235","c2_mythic","443","Critical/Critical","sg","2025-07-14 20:01:14"
"82.180.146.166","c2_metasploit","3790","Critical/Critical","in","2025-07-09 01:36:04"
"85.239.54.208","c2_metasploit","3790","Critical/Critical","us","2025-07-09 03:36:26"
"51.75.38.2","c2_meshagent","443","Critical/Critical","fr","2025-07-15 07:28:15"
"82.29.131.225","c2_meshagent","443","Critical/Critical","us","2025-07-15 07:33:43"
"5.249.145.51","c2_metasploit","3790","Critical/Critical","it","2025-07-08 16:23:52"
"5.230.118.235","c2_mythic","443","Critical/Critical","de","2025-07-14 21:59:56"
